processo: 271, tentativas: 2, sucesso: 1
processo: 688, tentativas: 6, sucesso: 1
processo: 101, tentativas: 11, sucesso: 1
processo: 88, tentativas: 1, sucesso: 0
processo: 389, tentativas: 10, sucesso: 0
processo: 447, tentativas: 2, sucesso: 1
processo: 180, tentativas: 1, sucesso: 0
processo: 908, tentativas: 1, sucesso: 0
processo: 967, tentativas: 9, sucesso: 0
processo: 13, tentativas: 7, sucesso: 4
processo: 892, tentativas: 2, sucesso: 1
processo: 803, tentativas: 26, sucesso: 0
processo: 252, tentativas: 2, sucesso: 1
processo: 366, tentativas: 5, sucesso: 1
processo: 651, tentativas: 12, sucesso: 1
processo: 468, tentativas: 6, sucesso: 2
processo: 244, tentativas: 3, sucesso: 0
processo: 430, tentativas: 3, sucesso: 1
processo: 938, tentativas: 2, sucesso: 0
processo: 941, tentativas: 13, sucesso: 0
processo: 993, tentativas: 8, sucesso: 0
processo: 515, tentativas: 26, sucesso: 1
processo: 565, tentativas: 10, sucesso: 2
processo: 901, tentativas: 9, sucesso: 0
processo: 392, tentativas: 1, sucesso: 0
processo: 860, tentativas: 2, sucesso: 0
processo: 423, tentativas: 3, sucesso: 0
processo: 706, tentativas: 5, sucesso: 0
processo: 793, tentativas: 5, sucesso: 1
processo: 239, tentativas: 25, sucesso: 2
processo: 948, tentativas: 6, sucesso: 2
processo: 219, tentativas: 7, sucesso: 0
processo: 152, tentativas: 8, sucesso: 2
processo: 972, tentativas: 1, sucesso: 0
processo: 383, tentativas: 13, sucesso: 3
processo: 954, tentativas: 3, sucesso: 2
processo: 962, tentativas: 14, sucesso: 1
processo: 958, tentativas: 3, sucesso: 0
processo: 946, tentativas: 7, sucesso: 2
processo: 728, tentativas: 4, sucesso: 2
processo: 274, tentativas: 2, sucesso: 0
processo: 806, tentativas: 2, sucesso: 0
processo: 250, tentativas: 1, sucesso: 0
processo: 528, tentativas: 14, sucesso: 3
processo: 467, tentativas: 23, sucesso: 1
processo: 397, tentativas: 4, sucesso: 0
processo: 548, tentativas: 8, sucesso: 0
processo: 265, tentativas: 8, sucesso: 0
processo: 182, tentativas: 1, sucesso: 0
processo: 403, tentativas: 15, sucesso: 0
processo: 400, tentativas: 3, sucesso: 2
processo: 136, tentativas: 1, sucesso: 0
processo: 775, tentativas: 17, sucesso: 0
processo: 145, tentativas: 7, sucesso: 0
processo: 493, tentativas: 11, sucesso: 1
processo: 312, tentativas: 5, sucesso: 0
processo: 275, tentativas: 1, sucesso: 0
processo: 122, tentativas: 1, sucesso: 0
processo: 384, tentativas: 3, sucesso: 2
processo: 374, tentativas: 9, sucesso: 1
processo: 690, tentativas: 8, sucesso: 3
processo: 43, tentativas: 22, sucesso: 1
processo: 28, tentativas: 16, sucesso: 4
processo: 799, tentativas: 6, sucesso: 1
processo: 233, tentativas: 20, sucesso: 1
processo: 953, tentativas: 4, sucesso: 2
processo: 774, tentativas: 1, sucesso: 0
processo: 11, tentativas: 8, sucesso: 1
processo: 375, tentativas: 3, sucesso: 0
processo: 409, tentativas: 7, sucesso: 3
processo: 970, tentativas: 5, sucesso: 0
processo: 09, tentativas: 9, sucesso: 3
processo: 956, tentativas: 2, sucesso: 0
processo: 424, tentativas: 8, sucesso: 1
processo: 227, tentativas: 16, sucesso: 0
processo: 34, tentativas: 5, sucesso: 1
processo: 08, tentativas: 3, sucesso: 0
processo: 937, tentativas: 1, sucesso: 0
processo: 618, tentativas: 4, sucesso: 0
processo: 30, tentativas: 8, sucesso: 0
processo: 836, tentativas: 9, sucesso: 3
processo: 22, tentativas: 7, sucesso: 0
processo: 804, tentativas: 6, sucesso: 3
processo: 251, tentativas: 10, sucesso: 3
processo: 211, tentativas: 11, sucesso: 0
processo: 121, tentativas: 1, sucesso: 0
processo: 865, tentativas: 21, sucesso: 2
processo: 900, tentativas: 11, sucesso: 0
processo: 168, tentativas: 2, sucesso: 0
processo: 318, tentativas: 6, sucesso: 0
processo: 164, tentativas: 6, sucesso: 2
processo: 525, tentativas: 21, sucesso: 1
processo: 431, tentativas: 9, sucesso: 0
processo: 502, tentativas: 7, sucesso: 0
processo: 721, tentativas: 12, sucesso: 0
processo: 510, tentativas: 9, sucesso: 2
processo: 411, tentativas: 2, sucesso: 1
processo: 985, tentativas: 11, sucesso: 0
processo: 477, tentativas: 2, sucesso: 1
processo: 191, tentativas: 25, sucesso: 3
processo: 187, tentativas: 3, sucesso: 1
processo: 156, tentativas: 10, sucesso: 1
processo: 930, tentativas: 5, sucesso: 0
processo: 848, tentativas: 4, sucesso: 0
processo: 501, tentativas: 5, sucesso: 2
processo: 175, tentativas: 3, sucesso: 0
processo: 222, tentativas: 6, sucesso: 0
processo: 446, tentativas: 11, sucesso: 1
processo: 444, tentativas: 3, sucesso: 0
processo: 228, tentativas: 11, sucesso: 3
processo: 922, tentativas: 13, sucesso: 0
processo: 104, tentativas: 10, sucesso: 1
processo: 855, tentativas: 14, sucesso: 0
processo: 582, tentativas: 5, sucesso: 0
processo: 807, tentativas: 6, sucesso: 0
processo: 218, tentativas: 8, sucesso: 2
processo: 797, tentativas: 4, sucesso: 1
processo: 541, tentativas: 16, sucesso: 1
processo: 373, tentativas: 6, sucesso: 1
processo: 539, tentativas: 14, sucesso: 2
processo: 02, tentativas: 29, sucesso: 3
processo: 126, tentativas: 1, sucesso: 0
processo: 526, tentativas: 4, sucesso: 2
processo: 599, tentativas: 3, sucesso: 1
processo: 579, tentativas: 11, sucesso: 4
processo: 867, tentativas: 16, sucesso: 1
processo: 713, tentativas: 13, sucesso: 1
processo: 816, tentativas: 7, sucesso: 1
processo: 911, tentativas: 2, sucesso: 1
processo: 51, tentativas: 3, sucesso: 2
processo: 120, tentativas: 2, sucesso: 0
processo: 846, tentativas: 5, sucesso: 0
processo: 707, tentativas: 2, sucesso: 0
processo: 470, tentativas: 8, sucesso: 2
processo: 995, tentativas: 6, sucesso: 3
processo: 454, tentativas: 1, sucesso: 0
processo: 396, tentativas: 9, sucesso: 0
processo: 345, tentativas: 8, sucesso: 1
processo: 429, tentativas: 27, sucesso: 1
processo: 861, tentativas: 11, sucesso: 3
processo: 586, tentativas: 12, sucesso: 2
processo: 573, tentativas: 4, sucesso: 1
processo: 478, tentativas: 7, sucesso: 1
processo: 999, tentativas: 2, sucesso: 0
