491, 6,  3
429, 2,  1
779, 2,  1
996, 8,  1
437, 8,  4
933, 5,  1
425, 2,  1
957, 1,  0
554, 8,  0
319, 3,  1
736, 5,  1
706, 4,  0
600, 7,  2
207, 6,  1
362, 3,  2
880, 3,  2
762, 4,  1
493, 2,  0
839, 2,  0
338, 8,  1
293, 4,  0
665, 4,  2
307, 4,  3
542, 2,  0
579, 6,  0
719, 9,  4
204, 1,  0
797, 2,  1
80,  4,  1
998, 2,  0
853, 5,  2
534, 4,  0
944, 5,  1
769, 2,  0
965, 3,  1
280, 8,  4
470, 5,  0
828, 4,  1
901, 2,  1
544, 2,  1
939, 3,  1
866, 1,  0
404, 1,  0
961, 11, 2
203, 3,  1
367, 5,  0
391, 9,  2
296, 4,  0
166, 1,  0
512, 2,  0
881, 4,  2
268, 6,  2
152, 9,  1
286, 1,  0
219, 4,  0
514, 8,  2
467, 5,  1
463, 7,  1
202, 3,  1
212, 1,  0
118, 4,  0
347, 14, 0
681, 3,  0
303, 7,  0
638, 5,  4
821, 2,  0
410, 2,  0
162, 1,  0
480, 5,  0
785, 1,  0
645, 16, 2
649, 8,  1
975, 5,  2
962, 1,  0
428, 3,  1
663, 2,  0
32, 5,   1
669, 15, 1
507, 3,  0
304, 3,  1
328, 8,  2
403, 3,  0
937, 1,  0
945, 6,  2
372, 5,  2
271, 2,  0
563, 7,  0
833, 5,  1
456, 4,  2
639, 2,  0
405, 4,  2
827, 12, 2
389, 7,  4
209, 3,  0
138, 7,  3
217, 1,  0
549, 3,  1
571, 11, 1
727, 13, 6
426, 3,  0
817, 1,  0
506, 5,  1
684, 4,  2
439, 9,  2
566, 5,  2
711, 1,  0
898, 4,  2
924, 3,  2
974, 9,  0
912, 3,  1
654, 2,  1
826, 13, 0
182, 2,  0
230, 7,  0
340, 1,  0
662, 9,  1
461, 7,  2
290, 3,  1
298, 15, 3
744, 7,  0
687, 7,  0
890, 2,  0
91, 5,   0
753, 4,  2
569, 3,  1
418, 4,  1
299, 2,  0
263, 8,  1
276, 1,  0
737, 1,  0
888, 5,  2
952, 11, 4
810, 4,  0
664, 16, 4
679, 5,  4
981, 5,  2
95, 2,   0
11, 2,   0
647, 1,  0
985, 2,  0
161, 2,  1
326, 3,  0
497, 3,  2
978, 7,  1
41, 19,  1
523, 4,  3
536, 9,  0
430, 6,  1
201, 9,  2
147, 10,  1
468, 5,  1
341, 13,  3
691, 2,  0
292, 4,  2
972, 1,  0
486, 4,  3
722, 4,  3
674, 2,  0
448, 5,  2
423, 5,  0
73, 3,   0
702, 5,  2
482, 1,  0
321, 3,  1
274, 9,  0
879, 3,  1
987, 3,  0
907, 9,  0
373, 4,  3
498, 5,  4
401, 13,  0
701, 6,  0
502, 1,  0
914, 5,  1
34, 3,   0
157, 11, 3
169, 8,  0
859, 7,  2
834, 6,  0
836, 6,  4
824, 4,  3
395, 5,  2
210, 11, 5
936, 1,  0
149, 3,  1
521, 4,  1
559, 4,  0
08, 2,   0
635, 5,  3
735, 1,  0
265, 5,  0
501, 3,  2
904, 6,  0
646, 9,  3
809, 6,  2
788, 4,  0
580, 10,  1
911, 5,  1
273, 3,  2
357, 2,  1
755, 15,  2
220, 5,  0
359, 1,  0
976, 1,  0
240, 6,  3
344, 2,  0
186, 7,  0
928, 3,  1
237, 1,  0
766, 4,  1
680, 4,  2
979, 2,  0
09, 6,   0
20, 2,   0
593, 3,  1
615, 2,  0
449, 6,  0
887, 10, 0
163, 5,  1
432, 9,  4
90, 7,   1
402, 3,  2
84, 12,  0
369, 4,  1
504, 7,  1
659, 18,  3
262, 3,  0
668, 1,  0
245, 2,  1
804, 14,  6
309, 11,  4
495, 9,  3
917, 4,  1
989, 4,  0
18, 2,   0
447, 2,  0
707, 6,  0
49, 2,  0
433, 4,  1
140, 2,  0
97, 2,  0
431, 14,  3
591, 3,  1
870, 6,  3
622, 9,  2
443, 7,  0
339, 5,  1
176, 6,  3
215, 2,  0
574, 2,  1
801, 4,  3
773, 4,  1
819, 1,  0
88, 5,  2
399, 5,  0
441, 2,  0
524, 3,  1
956, 5,  1
444, 6,  2
85, 5,  0
381, 6,  0
860, 1,  0
562, 6,  1
42, 17,  0
959, 1,  0
254, 10,  2
749, 6,  3
261, 6,  3
677, 7,  4
908, 2,  0
224, 6,  3
704, 9,  1
26, 3,  0
535, 14,  1
349, 9,  4
815, 3,  2
15, 4,  1
915, 7,  3
436, 2,  1
165, 3,  0
386, 9,  3
315, 12,  4
87, 1,  0
519, 9,  2
547, 6,  1
786, 1,  0
256, 8,  2
142, 12,  1
632, 4,  1
123, 1,  0
10, 4,  1
913, 4,  2
312, 4,  1
910, 3,  1
588, 6,  3
446, 3,  2
960, 5,  2
335, 1,  0
477, 1,  0
522, 2,  0
848, 3,  0
958, 6,  0
733, 1,  0
485, 3,  2
121, 2,  0
994, 14,  1
481, 10,  1
587, 4,  0
570, 5,  0
450, 13,  4
787, 3,  1
412, 5,  1
05, 5,  1
420, 3,  0
187, 5,  0
767, 8,  4
173, 2,  1
332, 6,  2
865, 1,  0
393, 5,  1
644, 2,  0
781, 3,  0
578, 8,  2
19, 7,  0
368, 4,  1
185, 1,  0
743, 9,  4
538, 3,  0
453, 4,  0
272, 9,  4
361, 7,  2
478, 5,  2
43, 1,  0
895, 2,  0
226, 2,  0
104, 4,  1
772, 3,  0
531, 10,  5
145, 7,  0
640, 2,  1
277, 6,  0
479, 2,  1
808, 5,  1
518, 9,  3
247, 6,  3
909, 6,  3
205, 4,  0
487, 3,  0
814, 1,  0
851, 5,  0
696, 1,  0
06, 2,  0
387, 6,  1
871, 14,  0
811, 1,  0
83, 3,  0
527, 1,  0
751, 2,  0
170, 4,  1
211, 2,  1
896, 1,  0
905, 2,  0
334, 1,  0
553, 4,  0
782, 3,  0
23, 2,  0
973, 3,  0
872, 6,  1
471, 3,  2
699, 1,  0
852, 8,  4
316, 1,  0
81, 2,  0
323, 3,  2
499, 6,  1
180, 4,  0
370, 13,  2
732, 1,  0
886, 3,  0
