271, 2,  1
688, 6,  1
101, 11,  1
88, 1,  0
389, 10,  0
447, 2,  1
180, 1,  0
908, 1,  0
967, 9,  0
13, 7,  4
892, 2,  1
803, 26,  0
252, 2,  1
366, 5,  1
651, 12,  1
468, 6,  2
244, 3,  0
430, 3,  1
938, 2,  0
941, 13,  0
993, 8,  0
515, 26,  1
565, 10,  2
901, 9,  0
392, 1,  0
860, 2,  0
423, 3,  0
706, 5,  0
793, 5,  1
239, 25,  2
948, 6,  2
219, 7,  0
152, 8,  2
972, 1,  0
383, 13,  3
954, 3,  2
962, 14,  1
958, 3,  0
946, 7,  2
728, 4,  2
274, 2,  0
806, 2,  0
250, 1,  0
528, 14,  3
467, 23,  1
397, 4,  0
548, 8,  0
265, 8,  0
182, 1,  0
403, 15,  0
400, 3,  2
136, 1,  0
775, 17,  0
145, 7,  0
493, 11,  1
312, 5,  0
275, 1,  0
122, 1,  0
384, 3,  2
374, 9,  1
690, 8,  3
43, 22,  1
28, 16,  4
799, 6,  1
233, 20,  1
953, 4,  2
774, 1,  0
11, 8,  1
375, 3,  0
409, 7,  3
970, 5,  0
09, 9,  3
956, 2,  0
424, 8,  1
227, 16,  0
34, 5,  1
08, 3,  0
937, 1,  0
618, 4,  0
30, 8,  0
836, 9,  3
22, 7,  0
804, 6,  3
251, 10,  3
211, 11,  0
121, 1,  0
865, 21,  2
900, 11,  0
168, 2,  0
318, 6,  0
164, 6,  2
525, 21,  1
431, 9,  0
502, 7,  0
721, 12,  0
510, 9,  2
411, 2,  1
985, 11,  0
477, 2,  1
191, 25,  3
187, 3,  1
156, 10,  1
930, 5,  0
848, 4,  0
501, 5,  2
175, 3,  0
222, 6,  0
446, 11,  1
444, 3,  0
228, 11,  3
922, 13,  0
104, 10,  1
855, 14,  0
582, 5,  0
807, 6,  0
218, 8,  2
797, 4,  1
541, 16,  1
373, 6,  1
539, 14,  2
02, 29,  3
126, 1,  0
526, 4,  2
599, 3,  1
579, 11,  4
867, 16,  1
713, 13,  1
816, 7,  1
911, 2,  1
51, 3,  2
120, 2,  0
846, 5,  0
707, 2,  0
470, 8,  2
995, 6,  3
454, 1,  0
396, 9,  0
345, 8,  1
429, 27,  1
861, 11,  3
586, 12,  2
573, 4,  1
478, 7,  1
999, 2,  0
238, 4,  0
576, 4,  0
283, 3,  2
360, 5,  1
243, 5,  2
235, 6,  1
610, 1,  0
789, 5,  1
127, 3,  1
378, 2,  0
61, 7,  2
982, 2,  0
81, 4,  0
44, 6,  1
254, 6,  1
769, 3,  2
75, 2,  0
519, 4,  0
01, 1,  0
673, 1,  0
813, 2,  0
148, 6,  1
745, 4,  0
161, 5,  1
933, 2,  0
996, 13,  2
872, 7,  1
87, 2,  0
656, 5,  3
344, 3,  1
247, 9,  4
76, 7,  0
225, 6,  1
115, 4,  1
103, 2,  1
490, 9,  4
924, 1,  0
767, 6,  2
394, 9,  1
945, 7,  0
645, 17,  1
718, 2,  0
306, 2,  0
506, 3,  0
520, 3,  1
335, 6,  2
338, 15,  2
617, 8,  1
459, 17,  1
764, 4,  2
398, 12,  1
362, 4,  2
482, 19,  1
992, 1,  0
472, 15,  2
542, 3,  0
627, 5,  1
980, 8,  3
262, 15,  3
106, 3,  1
33, 1,  0
259, 13,  3
177, 5,  0
480, 2,  0
232, 5,  2
226, 2,  1
439, 16,  0
747, 17,  3
197, 2,  0
66, 24,  0
199, 1,  0
129, 5,  1
339, 12,  4
131, 5,  1
210, 2,  0
598, 2,  1
800, 7,  3
940, 11,  0
727, 1,  0
12, 9,  2
377, 5,  0
293, 1,  0
153, 7,  1
500, 5,  1
834, 7,  1
52, 4,  2
994, 9,  0
765, 16,  0
587, 3,  1
602, 9,  0
893, 3,  0
567, 17,  2
709, 12,  5
215, 2,  1
876, 4,  1
660, 9,  1
805, 5,  1
209, 10,  3
202, 21,  2
151, 2,  1
812, 8,  0
82, 8,  1
461, 6,  4
327, 26,  0
820, 2,  0
692, 3,  1
881, 7,  0
973, 33,  2
603, 12,  2
385, 3,  0
268, 3,  1
732, 3,  1
420, 6,  0
479, 13,  1
738, 5,  1
957, 6,  2
206, 3,  0
606, 3,  0
116, 9,  4
544, 2,  0
772, 8,  4
633, 10,  1
513, 6,  1
691, 19,  2
907, 12,  1
367, 4,  1
822, 2,  0
390, 7,  0
421, 4,  0
636, 1,  0
39, 3,  0
847, 5,  1
340, 6,  1
158, 9,  0
779, 6,  1
05, 6,  2
183, 6,  0
353, 5,  0
647, 7,  2
522, 4,  2
408, 4,  0
72, 6,  0
264, 4,  1
489, 2,  1
294, 6,  0
545, 9,  3
652, 7,  0
134, 1,  0
60, 6,  2
511, 5,  1
726, 12,  2
492, 1,  0
743, 26,  0
584, 7,  2
230, 1,  0
64, 3,  1
221, 11,  2
687, 5,  1
257, 17,  3
932, 5,  0
348, 17,  1
842, 2,  0
487, 2,  0
123, 7,  0
296, 3,  0
67, 8,  0
754, 7,  1
354, 8,  0
714, 1,  0
550, 2,  0
826, 33,  0
755, 6,  0
00, 3,  2
704, 11,  2
870, 6,  0
485, 1,  0
207, 8,  3
448, 14,  1
880, 23,  0
314, 14,  1
795, 22,  2
659, 6,  1
302, 8,  3
809, 9,  0
130, 21,  0
915, 3,  0
761, 8,  1
350, 6,  1
03, 9,  2
118, 8,  2
722, 16,  3
135, 3,  2
719, 2,  0
213, 8,  2
78, 4,  1
689, 9,  1
73, 6,  2
495, 6,  2
852, 5,  2
308, 2,  0
889, 12,  1
494, 5,  2
557, 2,  0
419, 4,  3
585, 12,  0
750, 3,  0
675, 5,  0
128, 5,  0
654, 10,  3
434, 2,  0
572, 6,  0
303, 20,  2
929, 24,  0
133, 17,  0
347, 6,  1
422, 3,  1
665, 3,  0
792, 6,  0
990, 14,  1
14, 17,  0
849, 10,  0
851, 20,  1
328, 7,  0
744, 4,  0
723, 16,  0
273, 12,  3
246, 16,  1
49, 5,  0
507, 29,  2
630, 12,  3
701, 27,  1
71, 17,  2
896, 5,  2
31, 13,  0
768, 2,  0
987, 10,  1
578, 10,  0
24, 3,  2
871, 16,  1
279, 13,  3
70, 11,  4
69, 7,  0
697, 7,  0
223, 5,  2
781, 3,  1
189, 10,  2
712, 8,  4
